"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
6,15,"HI","Hawaii",5532,9889,553437,2016
6,25,"MA","Massachusetts",5070,8057,542670,2016
6,42,"PA","Pennsylvania",4473,7617,356423,2016
6,47,"TN","Tennessee",4427,8612,336868,2016
6,39,"OH","Ohio",4098,7517,283610,2016
6,26,"MI","Michigan",4060,7538,276214,2016
6,24,"MD","Maryland",3744,7136,270179,2016
6,34,"NJ","New Jersey",3712,6691,359947,2016
6,29,"MO","Missouri",3444,6600,230111,2016
6,27,"MN","Minnesota",3261,5977,244359,2016
6,35,"NM","New Mexico",2852,5285,176181,2016
6,40,"OK","Oklahoma",2649,5570,120087,2016
6,18,"IN","Indiana",2586,4934,137090,2016
6,55,"WI","Wisconsin",2488,4601,159714,2016
6,45,"SC","South Carolina",2400,4799,172197,2016
6,22,"LA","Louisiana",2101,3805,119586,2016
6,30,"MT","Montana",2016,3658,166156,2016
6,20,"KS","Kansas",1965,4005,107118,2016
6,5,"AR","Arkansas",1740,3619,88568,2016
6,9,"CT","Connecticut",1730,3038,173866,2016
6,11,"DC","District Of Columbia",1598,2035,139005,2016
6,1,"AL","Alabama",1568,3202,104649,2016
6,2,"AK","Alaska",1564,2924,75430,2016
6,21,"KY","Kentucky",1532,2940,73532,2016
6,19,"IA","Iowa",1474,2841,79402,2016
6,31,"NE","Nebraska",1435,3000,84945,2016
6,28,"MS","Mississippi",906,1793,42472,2016
6,56,"WY","Wyoming",864,1592,91284,2016
6,38,"ND","North Dakota",735,1384,32099,2016
6,33,"NH","New Hampshire",720,1254,79018,2016
6,46,"SD","South Dakota",716,1364,44810,2016
6,23,"ME","Maine",662,1161,43685,2016
6,44,"RI","Rhode Island",637,1191,44292,2016
6,50,"VT","Vermont",420,643,32821,2016
6,10,"DE","Delaware",363,698,26078,2016
6,54,"WV","West Virginia",354,655,21450,2016
8,96,"CO","CO Total Migration-US and Foreign",84897,160182,5268770,2016
8,97,"CO","CO Total Migration-US",82680,155656,5138732,2016
8,98,"CO","CO Total Migration-Foreign",2217,4526,130037,2016
8,97,"CO","CO Total Migration-Same State",127484,228469,7605894,2016
8,8,"CO","CO Non-migrants",1918876,4080659,160709968,2016
8,48,"TX","Texas",9003,18768,635234,2016
8,6,"CA","California",8864,15078,609634,2016
8,12,"FL","Florida",5524,10316,389598,2016
8,4,"AZ","Arizona",5275,9782,334193,2016
8,53,"WA","Washington",3623,6723,211684,2016
8,35,"NM","New Mexico",2274,4309,114313,2016
8,57,"FR","Foreign",2217,4526,130037,2016
8,41,"OR","Oregon",2181,3699,122107,2016
8,37,"NC","North Carolina",2180,4334,130422,2016
8,17,"IL","Illinois",2108,3586,144700,2016
8,13,"GA","Georgia",1940,4115,123553,2016
8,49,"UT","Utah",1927,4221,116998,2016
8,36,"NY","New York",1910,2967,114332,2016
8,51,"VA","Virginia",1840,3604,127159,2016
8,56,"WY","Wyoming",1802,3326,132638,2016
8,32,"NV","Nevada",1802,3330,117289,2016
8,20,"KS","Kansas",1799,3610,94071,2016
8,29,"MO","Missouri",1763,3425,91500,2016
8,31,"NE","Nebraska",1739,3387,83527,2016
8,26,"MI","Michigan",1575,2859,92279,2016
8,27,"MN","Minnesota",1575,2942,94284,2016
8,40,"OK","Oklahoma",1561,3150,87630,2016
8,39,"OH","Ohio",1491,2737,78808,2016
8,47,"TN","Tennessee",1401,2712,100117,2016
8,42,"PA","Pennsylvania",1305,2289,76079,2016
8,30,"MT","Montana",1156,2072,72370,2016
8,55,"WI","Wisconsin",1142,2075,67058,2016
8,16,"ID","Idaho",1055,2213,62252,2016
8,25,"MA","Massachusetts",1000,1614,74298,2016
8,19,"IA","Iowa",987,1843,38311,2016
8,18,"IN","Indiana",975,1886,54623,2016
8,45,"SC","South Carolina",846,1703,47957,2016
8,15,"HI","Hawaii",815,1597,56504,2016
8,24,"MD","Maryland",802,1553,24661,2016
8,22,"LA","Louisiana",730,1422,35531,2016
8,46,"SD","South Dakota",697,1292,41019,2016
8,1,"AL","Alabama",696,1491,38369,2016
8,5,"AR","Arkansas",666,1364,34603,2016
8,2,"AK","Alaska",645,1238,34376,2016
8,34,"NJ","New Jersey",615,1078,41405,2016
8,21,"KY","Kentucky",613,1268,32972,2016
8,38,"ND","North Dakota",506,954,30702,2016
8,28,"MS","Mississippi",413,726,17260,2016
8,9,"CT","Connecticut",371,621,29628,2016
8,33,"NH","New Hampshire",323,531,16470,2016
8,23,"ME","Maine",321,568,19473,2016
8,11,"DC","District Of Columbia",250,301,16204,2016
8,50,"VT","Vermont",204,305,9709,2016
8,54,"WV","West Virginia",165,297,9090,2016
8,44,"RI","Rhode Island",114,183,6460,2016
8,10,"DE","Delaware",111,192,5277,2016
9,96,"CT","CT Total Migration-US and Foreign",48944,84560,6038547,2016
9,97,"CT","CT Total Migration-US",47851,82360,5844997,2016
9,98,"CT","CT Total Migration-Foreign",1093,2200,193549,2016
9,97,"CT","CT Total Migration-Same State",28939,46978,1828980,2016
9,9,"CT","CT Non-migrants",1379735,2819115,150152039,2016
9,36,"NY","New York",8202,12397,915776,2016
9,12,"FL","Florida",7944,14634,2011314,2016
9,25,"MA","Massachusetts",5071,7618,439825,2016
9,6,"CA","California",2928,4769,328223,2016
9,37,"NC","North Carolina",2283,4373,183288,2016
9,48,"TX","Texas",1883,3763,242473,2016
9,34,"NJ","New Jersey",1798,3191,171678,2016
9,42,"PA","Pennsylvania",1455,2547,135133,2016
9,45,"SC","South Carolina",1424,2692,140463,2016
9,51,"VA","Virginia",1419,2590,115185,2016
9,13,"GA","Georgia",1310,2564,95972,2016
9,44,"RI","Rhode Island",1220,1881,84039,2016
9,57,"FR","Foreign",1093,2200,193549,2016
9,33,"NH","New Hampshire",823,1454,93399,2016
9,24,"MD","Maryland",814,1446,63249,2016
9,8,"CO","Colorado",771,1169,76425,2016
9,23,"ME","Maine",727,1275,55848,2016
9,4,"AZ","Arizona",692,1218,68461,2016
9,53,"WA","Washington",672,1200,55429,2016
9,17,"IL","Illinois",671,1215,86734,2016
9,39,"OH","Ohio",574,1129,43517,2016
9,47,"TN","Tennessee",542,988,52264,2016
9,50,"VT","Vermont",474,724,41468,2016
9,26,"MI","Michigan",362,700,39118,2016
9,11,"DC","District Of Columbia",319,384,23340,2016
9,41,"OR","Oregon",263,394,16664,2016
9,15,"HI","Hawaii",263,516,15147,2016
9,18,"IN","Indiana",245,504,20660,2016
9,32,"NV","Nevada",228,397,19684,2016
9,55,"WI","Wisconsin",216,425,20079,2016
9,29,"MO","Missouri",209,385,17715,2016
9,27,"MN","Minnesota",205,410,23181,2016
9,10,"DE","Delaware",182,320,18944,2016
9,21,"KY","Kentucky",178,356,13004,2016
9,1,"AL","Alabama",174,344,9505,2016
9,49,"UT","Utah",171,369,20390,2016
9,22,"LA","Louisiana",163,263,7969,2016
9,35,"NM","New Mexico",120,191,5837,2016
9,20,"KS","Kansas",114,234,10105,2016
9,40,"OK","Oklahoma",94,196,4563,2016
9,19,"IA","Iowa",88,160,5631,2016
9,5,"AR","Arkansas",72,147,5472,2016
9,2,"AK","Alaska",68,84,3676,2016
9,31,"NE","Nebraska",64,119,5701,2016
9,30,"MT","Montana",62,96,4995,2016
9,16,"ID","Idaho",62,114,6890,2016
9,28,"MS","Mississippi",61,123,2795,2016
9,54,"WV","West Virginia",57,108,3090,2016
9,56,"WY","Wyoming",42,67,16848,2016
9,46,"SD","South Dakota",36,59,1963,2016
9,38,"ND","North Dakota",36,58,1866,2016
10,96,"DE","DE Total Migration-US and Foreign",14707,26900,1011952,2016
10,97,"DE","DE Total Migration-US",14401,26309,993860,2016
10,98,"DE","DE Total Migration-Foreign",306,591,18092,2016
10,97,"DE","DE Total Migration-Same State",3753,6901,182193,2016
10,10,"DE","DE Non-migrants",349150,720479,25279846,2016
10,42,"PA","Pennsylvania",3136,5653,231300,2016
10,24,"MD","Maryland",2378,4304,111654,2016
10,12,"FL","Florida",1390,2556,126810,2016
10,34,"NJ","New Jersey",1050,1821,77815,2016
10,51,"VA","Virginia",793,1493,48729,2016
10,36,"NY","New York",648,971,36620,2016
10,48,"TX","Texas",525,1076,36633,2016
10,37,"NC","North Carolina",522,999,35902,2016
10,6,"CA","California",521,907,54654,2016
10,13,"GA","Georgia",378,776,20243,2016
10,57,"FR","Foreign",306,591,18092,2016
10,45,"SC","South Carolina",259,501,27860,2016
10,39,"OH","Ohio",202,379,13412,2016
10,25,"MA","Massachusetts",183,306,14539,2016
10,4,"AZ","Arizona",168,334,10491,2016
10,8,"CO","Colorado",167,289,11104,2016
10,47,"TN","Tennessee",165,330,9183,2016
10,17,"IL","Illinois",163,325,16253,2016
10,53,"WA","Washington",155,276,11095,2016
10,26,"MI","Michigan",131,254,9169,2016
10,9,"CT","Connecticut",119,202,9632,2016
10,11,"DC","District Of Columbia",100,108,6335,2016
10,29,"MO","Missouri",83,175,6021,2016
10,18,"IN","Indiana",83,156,5393,2016
10,32,"NV","Nevada",74,122,4429,2016
10,54,"WV","West Virginia",65,124,2792,2016
10,21,"KY","Kentucky",65,131,4022,2016
10,41,"OR","Oregon",64,118,4249,2016
10,1,"AL","Alabama",63,143,3932,2016
10,55,"WI","Wisconsin",61,143,4222,2016
10,40,"OK","Oklahoma",55,124,2270,2016
10,22,"LA","Louisiana",55,112,4597,2016
10,49,"UT","Utah",52,93,2743,2016
10,27,"MN","Minnesota",47,88,2191,2016
10,20,"KS","Kansas",44,89,2670,2016
10,15,"HI","Hawaii",44,84,2096,2016
10,23,"ME","Maine",41,77,2025,2016
10,19,"IA","Iowa",41,69,2255,2016
10,33,"NH","New Hampshire",39,80,4460,2016
10,28,"MS","Mississippi",39,76,1671,2016
10,5,"AR","Arkansas",31,66,1568,2016
10,44,"RI","Rhode Island",28,48,1850,2016
10,35,"NM","New Mexico",27,46,1722,2016
10,31,"NE","Nebraska",24,46,1428,2016
10,38,"ND","North Dakota",24,42,752,2016
10,50,"VT","Vermont",21,36,1449,2016
10,30,"MT","Montana",19,35,912,2016
10,2,"AK","Alaska",19,40,818,2016
10,46,"SD","South Dakota",15,33,846,2016
10,16,"ID","Idaho",15,33,629,2016
10,56,"WY","Wyoming",10,20,415,2016
11,96,"DC","DC Total Migration-US and Foreign",29824,45117,2632155,2016
11,97,"DC","DC Total Migration-US",29007,43735,2545451,2016
11,98,"DC","DC Total Migration-Foreign",817,1382,86705,2016
11,11,"DC","DC Non-migrants",256149,428971,27065485,2016
11,24,"MD","Maryland",9352,16599,679734,2016
11,51,"VA","Virginia",5268,7713,504005,2016
11,6,"CA","California",2319,3036,256530,2016
11,36,"NY","New York",2277,2723,202399,2016
11,12,"FL","Florida",931,1352,139603,2016
11,48,"TX","Texas",822,1251,77804,2016
11,57,"FR","Foreign",817,1382,86705,2016
11,42,"PA","Pennsylvania",794,1061,63343,2016
11,25,"MA","Massachusetts",764,978,64057,2016
11,37,"NC","North Carolina",760,1167,67145,2016
11,17,"IL","Illinois",627,759,54406,2016
11,13,"GA","Georgia",499,736,32367,2016
11,8,"CO","Colorado",472,660,50202,2016
11,34,"NJ","New Jersey",417,525,33680,2016
11,53,"WA","Washington",408,546,36445,2016
11,39,"OH","Ohio",287,413,26516,2016
11,26,"MI","Michigan",242,313,15604,2016
11,9,"CT","Connecticut",226,299,22903,2016
11,41,"OR","Oregon",202,259,21123,2016
11,27,"MN","Minnesota",202,265,14302,2016
11,45,"SC","South Carolina",184,277,15339,2016
11,47,"TN","Tennessee",176,249,15985,2016
11,55,"WI","Wisconsin",135,183,10199,2016
11,4,"AZ","Arizona",133,183,11942,2016
11,29,"MO","Missouri",131,172,8716,2016
11,18,"IN","Indiana",110,149,13382,2016
11,10,"DE","Delaware",105,149,14732,2016
11,22,"LA","Louisiana",104,142,6189,2016
11,33,"NH","New Hampshire",89,112,7141,2016
11,15,"HI","Hawaii",88,135,6763,2016
11,32,"NV","Nevada",85,125,6170,2016
11,1,"AL","Alabama",77,140,6366,2016
11,23,"ME","Maine",75,119,8609,2016
11,35,"NM","New Mexico",66,91,5166,2016
11,21,"KY","Kentucky",62,96,6280,2016
11,44,"RI","Rhode Island",59,71,4463,2016
11,54,"WV","West Virginia",58,95,4108,2016
11,49,"UT","Utah",52,79,4536,2016
11,19,"IA","Iowa",47,68,2519,2016
11,28,"MS","Mississippi",47,62,4224,2016
11,40,"OK","Oklahoma",45,70,2820,2016
11,50,"VT","Vermont",44,67,4522,2016
11,20,"KS","Kansas",41,67,3065,2016
11,2,"AK","Alaska",34,50,2904,2016
11,5,"AR","Arkansas",28,44,2499,2016
11,31,"NE","Nebraska",26,36,2239,2016
11,30,"MT","Montana",21,30,1437,2016
11,16,"ID","Idaho",16,19,966,2016
11,46,"SD","South Dakota",-1,-1,-1,2016
11,38,"ND","North Dakota",-1,-1,-1,2016
11,56,"WY","Wyoming",-1,-1,-1,2016
12,96,"FL","FL Total Migration-US and Foreign",219513,392747,12122975,2016
12,97,"FL","FL Total Migration-US",211950,378986,11750614,2016
12,98,"FL","FL Total Migration-Foreign",7563,13761,372361,2016
12,97,"FL","FL Total Migration-Same State",296135,535180,15989842,2016
12,12,"FL","FL Non-migrants",7314719,14690291,518465326,2016
12,13,"GA","Georgia",20313,39490,986485,2016
12,48,"TX","Texas",18299,35188,1052220,2016
12,36,"NY","New York",15411,24166,779363,2016
12,37,"NC","North Carolina",13654,25719,733674,2016
12,6,"CA","California",13297,22139,866283,2016
12,51,"VA","Virginia",9025,16904,560781,2016
12,47,"TN","Tennessee",7961,15024,487487,2016
12,57,"FR","Foreign",7563,13761,372361,2016
12,42,"PA","Pennsylvania",7313,12628,378520,2016
12,39,"OH","Ohio",7180,12436,418504,2016
12,8,"CO","Colorado",6489,10674,350540,2016
12,34,"NJ","New Jersey",6324,10496,381303,2016
12,17,"IL","Illinois",6110,10136,389288,2016
12,45,"SC","South Carolina",6043,11329,316381,2016
12,1,"AL","Alabama",5714,11350,271917,2016
12,26,"MI","Michigan",5710,9881,285618,2016
12,25,"MA","Massachusetts",5610,9207,295643,2016
12,24,"MD","Maryland",4659,8145,283748,2016
12,53,"WA","Washington",4303,7576,228584,2016
12,18,"IN","Indiana",4023,7240,172487,2016
12,4,"AZ","Arizona",3649,6413,219000,2016
12,21,"KY","Kentucky",3054,5578,149605,2016
12,9,"CT","Connecticut",2949,4968,164130,2016
12,29,"MO","Missouri",2805,5169,146834,2016
12,22,"LA","Louisiana",2651,4767,120794,2016
12,32,"NV","Nevada",2502,4325,202632,2016
12,55,"WI","Wisconsin",2314,3953,134467,2016
12,27,"MN","Minnesota",1889,3229,110907,2016
12,41,"OR","Oregon",1839,3010,94573,2016
12,28,"MS","Mississippi",1774,3438,79738,2016
12,40,"OK","Oklahoma",1501,2892,72114,2016
12,33,"NH","New Hampshire",1378,2286,73073,2016
12,15,"HI","Hawaii",1341,2404,68432,2016
12,23,"ME","Maine",1298,2201,59405,2016
12,20,"KS","Kansas",1196,2392,65516,2016
12,5,"AR","Arkansas",1190,2288,63924,2016
12,49,"UT","Utah",1097,2251,58741,2016
12,19,"IA","Iowa",1087,2006,142274,2016
12,35,"NM","New Mexico",1068,1943,55450,2016
12,44,"RI","Rhode Island",1004,1723,44271,2016
12,11,"DC","District Of Columbia",959,1198,71810,2016
12,54,"WV","West Virginia",882,1594,48337,2016
12,31,"NE","Nebraska",826,1546,40381,2016
12,10,"DE","Delaware",750,1312,46215,2016
12,2,"AK","Alaska",711,1390,31004,2016
12,50,"VT","Vermont",607,912,27922,2016
