"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
6,49,"UT","Utah",5441,12033,344516,2014
6,25,"MA","Massachusetts",4599,7258,413517,2014
6,16,"ID","Idaho",4213,8867,249970,2014
6,42,"PA","Pennsylvania",4195,7203,307732,2014
6,47,"TN","Tennessee",3941,7813,274381,2014
6,39,"OH","Ohio",3911,7203,244283,2014
6,26,"MI","Michigan",3833,6917,248238,2014
6,24,"MD","Maryland",3595,6706,241471,2014
6,34,"NJ","New Jersey",3553,6523,280692,2014
6,29,"MO","Missouri",3365,6664,177948,2014
6,27,"MN","Minnesota",2982,5519,212694,2014
6,40,"OK","Oklahoma",2804,5890,122150,2014
6,35,"NM","New Mexico",2751,5085,145654,2014
6,18,"IN","Indiana",2415,4694,127460,2014
6,55,"WI","Wisconsin",2287,4314,134084,2014
6,45,"SC","South Carolina",2239,4503,137930,2014
6,22,"LA","Louisiana",2232,3998,-115420,2014
6,20,"KS","Kansas",1977,4238,112166,2014
6,30,"MT","Montana",1748,3240,95209,2014
6,9,"CT","Connecticut",1699,2938,150118,2014
6,5,"AR","Arkansas",1635,3385,73193,2014
6,2,"AK","Alaska",1591,2853,71077,2014
6,1,"AL","Alabama",1567,3255,85024,2014
6,21,"KY","Kentucky",1468,2861,88332,2014
6,11,"DC","District Of Columbia",1414,1837,94576,2014
6,19,"IA","Iowa",1410,2692,66343,2014
6,31,"NE","Nebraska",1273,2552,65121,2014
6,56,"WY","Wyoming",983,1968,72831,2014
6,28,"MS","Mississippi",967,1988,42458,2014
6,38,"ND","North Dakota",904,1719,42096,2014
6,46,"SD","South Dakota",750,1429,38968,2014
6,33,"NH","New Hampshire",712,1171,130968,2014
6,23,"ME","Maine",617,1050,43392,2014
6,44,"RI","Rhode Island",599,1103,40110,2014
6,10,"DE","Delaware",363,650,24323,2014
6,50,"VT","Vermont",355,548,19461,2014
6,54,"WV","West Virginia",342,576,19068,2014
8,96,"CO","CO Total Migration-US and Foreign",78247,150099,4771198,2014
8,97,"CO","CO Total Migration-US",76317,146037,4647003,2014
8,98,"CO","CO Total Migration-Foreign",1930,4062,124196,2014
8,97,"CO","CO Total Migration-Same State",115258,212916,6032597,2014
8,8,"CO","CO Non-migrants",1845747,4000931,141163956,2014
8,48,"TX","Texas",9262,19432,616786,2014
8,6,"CA","California",8761,15681,608719,2014
8,12,"FL","Florida",4771,8840,462566,2014
8,4,"AZ","Arizona",4617,8816,275263,2014
8,53,"WA","Washington",2955,5563,167180,2014
8,35,"NM","New Mexico",2092,4077,97837,2014
8,57,"FR","Foreign",1930,4062,124196,2014
8,17,"IL","Illinois",1865,3175,101447,2014
8,36,"NY","New York",1842,2945,97290,2014
8,56,"WY","Wyoming",1831,3452,111570,2014
8,51,"VA","Virginia",1825,3759,117688,2014
8,37,"NC","North Carolina",1793,3638,96668,2014
8,13,"GA","Georgia",1789,3762,104181,2014
8,41,"OR","Oregon",1774,3046,91243,2014
8,49,"UT","Utah",1708,3756,97970,2014
8,20,"KS","Kansas",1670,3459,79540,2014
8,32,"NV","Nevada",1605,2966,108395,2014
8,31,"NE","Nebraska",1530,3050,69656,2014
8,29,"MO","Missouri",1520,2918,72120,2014
8,40,"OK","Oklahoma",1483,2974,72888,2014
8,26,"MI","Michigan",1424,2577,71238,2014
8,27,"MN","Minnesota",1351,2375,84004,2014
8,39,"OH","Ohio",1298,2485,67682,2014
8,42,"PA","Pennsylvania",1186,2198,66344,2014
8,47,"TN","Tennessee",1123,2222,64767,2014
8,55,"WI","Wisconsin",1057,1916,56332,2014
8,30,"MT","Montana",917,1698,48445,2014
8,16,"ID","Idaho",909,1916,50887,2014
8,19,"IA","Iowa",908,1703,45469,2014
8,25,"MA","Massachusetts",877,1448,61390,2014
8,15,"HI","Hawaii",870,1670,45308,2014
8,24,"MD","Maryland",863,1656,57313,2014
8,18,"IN","Indiana",839,1603,45604,2014
8,45,"SC","South Carolina",806,1598,42248,2014
8,22,"LA","Louisiana",745,1412,37158,2014
8,46,"SD","South Dakota",685,1289,35219,2014
8,2,"AK","Alaska",626,1238,35814,2014
8,1,"AL","Alabama",623,1355,36355,2014
8,38,"ND","North Dakota",622,1222,34183,2014
8,34,"NJ","New Jersey",581,1078,38371,2014
8,21,"KY","Kentucky",574,1187,29163,2014
8,5,"AR","Arkansas",555,1159,27444,2014
8,28,"MS","Mississippi",399,728,14569,2014
8,9,"CT","Connecticut",387,641,20225,2014
8,33,"NH","New Hampshire",270,482,15627,2014
8,11,"DC","District Of Columbia",256,340,17596,2014
8,23,"ME","Maine",255,440,17176,2014
8,50,"VT","Vermont",205,319,9096,2014
8,54,"WV","West Virginia",174,358,9703,2014
8,44,"RI","Rhode Island",130,225,6993,2014
8,10,"DE","Delaware",109,190,6273,2014
9,96,"CT","CT Total Migration-US and Foreign",46692,81456,4353517,2014
9,97,"CT","CT Total Migration-US",45425,78918,4209107,2014
9,98,"CT","CT Total Migration-Foreign",1267,2538,144410,2014
9,97,"CT","CT Total Migration-Same State",27398,44934,1504894,2014
9,9,"CT","CT Non-migrants",1367357,2841561,139913856,2014
9,36,"NY","New York",8099,12697,867192,2014
9,12,"FL","Florida",7152,12949,658900,2014
9,25,"MA","Massachusetts",4866,7529,364054,2014
9,6,"CA","California",2720,4422,261668,2014
9,48,"TX","Texas",2132,4219,309565,2014
9,37,"NC","North Carolina",2048,4143,161948,2014
9,34,"NJ","New Jersey",1668,2985,204465,2014
9,42,"PA","Pennsylvania",1345,2421,97824,2014
9,51,"VA","Virginia",1315,2378,90523,2014
9,57,"FR","Foreign",1267,2538,144410,2014
9,45,"SC","South Carolina",1254,2431,134271,2014
9,13,"GA","Georgia",1234,2453,125286,2014
9,44,"RI","Rhode Island",1199,1936,78236,2014
9,24,"MD","Maryland",887,1514,61608,2014
9,33,"NH","New Hampshire",711,1252,92222,2014
9,23,"ME","Maine",667,1114,43443,2014
9,8,"CO","Colorado",665,1058,55457,2014
9,17,"IL","Illinois",663,1186,73162,2014
9,4,"AZ","Arizona",597,1034,45775,2014
9,39,"OH","Ohio",582,1098,47406,2014
9,53,"WA","Washington",544,990,56028,2014
9,50,"VT","Vermont",461,728,32931,2014
9,47,"TN","Tennessee",435,849,34937,2014
9,26,"MI","Michigan",367,688,30156,2014
9,11,"DC","District Of Columbia",323,381,23655,2014
9,15,"HI","Hawaii",273,489,14332,2014
9,18,"IN","Indiana",243,482,17546,2014
9,29,"MO","Missouri",236,445,19133,2014
9,27,"MN","Minnesota",229,443,21387,2014
9,41,"OR","Oregon",217,353,13288,2014
9,32,"NV","Nevada",210,343,15434,2014
9,55,"WI","Wisconsin",209,391,16448,2014
9,22,"LA","Louisiana",200,353,10691,2014
9,1,"AL","Alabama",182,358,10925,2014
9,21,"KY","Kentucky",163,314,7991,2014
9,10,"DE","Delaware",163,303,12803,2014
9,49,"UT","Utah",123,254,19240,2014
9,40,"OK","Oklahoma",123,252,7726,2014
9,35,"NM","New Mexico",118,210,10769,2014
9,20,"KS","Kansas",116,245,10004,2014
9,5,"AR","Arkansas",91,184,9186,2014
9,19,"IA","Iowa",91,160,6265,2014
9,2,"AK","Alaska",82,128,3562,2014
9,28,"MS","Mississippi",72,137,3779,2014
9,54,"WV","West Virginia",66,110,3401,2014
9,30,"MT","Montana",57,80,4699,2014
9,16,"ID","Idaho",56,121,3629,2014
9,56,"WY","Wyoming",50,81,8807,2014
9,31,"NE","Nebraska",50,102,2760,2014
9,46,"SD","South Dakota",39,79,2323,2014
9,38,"ND","North Dakota",32,46,2264,2014
10,96,"DE","DE Total Migration-US and Foreign",14595,27294,913744,2014
10,97,"DE","DE Total Migration-US",14287,26678,894131,2014
10,98,"DE","DE Total Migration-Foreign",308,616,19613,2014
10,97,"DE","DE Total Migration-Same State",3529,6645,161147,2014
10,10,"DE","DE Non-migrants",340178,714061,23001810,2014
10,42,"PA","Pennsylvania",3154,5776,198261,2014
10,24,"MD","Maryland",2502,4647,117718,2014
10,12,"FL","Florida",1271,2313,84772,2014
10,34,"NJ","New Jersey",1000,1749,52773,2014
10,36,"NY","New York",698,1135,38214,2014
10,48,"TX","Texas",690,1463,37304,2014
10,51,"VA","Virginia",689,1271,38796,2014
10,37,"NC","North Carolina",520,1018,30687,2014
10,6,"CA","California",512,970,33376,2014
10,13,"GA","Georgia",385,861,17228,2014
10,57,"FR","Foreign",308,616,19613,2014
10,45,"SC","South Carolina",233,449,15506,2014
10,39,"OH","Ohio",186,345,9167,2014
10,25,"MA","Massachusetts",169,274,18851,2014
10,17,"IL","Illinois",163,311,11434,2014
10,47,"TN","Tennessee",155,372,6643,2014
10,53,"WA","Washington",148,265,7966,2014
10,4,"AZ","Arizona",141,267,7667,2014
10,9,"CT","Connecticut",130,235,9590,2014
10,8,"CO","Colorado",130,205,7634,2014
10,11,"DC","District Of Columbia",106,131,7018,2014
10,26,"MI","Michigan",105,220,68016,2014
10,29,"MO","Missouri",81,156,3575,2014
10,18,"IN","Indiana",81,135,4005,2014
10,21,"KY","Kentucky",78,205,3884,2014
10,55,"WI","Wisconsin",71,188,5177,2014
10,32,"NV","Nevada",69,118,4051,2014
10,54,"WV","West Virginia",59,112,2729,2014
10,15,"HI","Hawaii",59,110,2502,2014
10,41,"OR","Oregon",58,93,2763,2014
10,1,"AL","Alabama",58,102,2771,2014
10,22,"LA","Louisiana",50,86,3374,2014
10,40,"OK","Oklahoma",46,88,2377,2014
10,27,"MN","Minnesota",42,96,5066,2014
10,19,"IA","Iowa",41,94,2238,2014
10,35,"NM","New Mexico",40,77,1780,2014
10,23,"ME","Maine",40,75,12150,2014
10,33,"NH","New Hampshire",38,81,2556,2014
10,49,"UT","Utah",38,83,2261,2014
10,20,"KS","Kansas",30,53,1410,2014
10,5,"AR","Arkansas",29,59,1378,2014
10,28,"MS","Mississippi",28,73,1591,2014
10,31,"NE","Nebraska",26,50,1095,2014
10,2,"AK","Alaska",25,69,1138,2014
10,44,"RI","Rhode Island",23,40,1176,2014
10,50,"VT","Vermont",18,24,683,2014
10,56,"WY","Wyoming",16,33,618,2014
10,30,"MT","Montana",15,32,631,2014
10,16,"ID","Idaho",15,29,620,2014
10,38,"ND","North Dakota",14,19,648,2014
10,46,"SD","South Dakota",12,21,1264,2014
11,96,"DC","DC Total Migration-US and Foreign",28166,42996,2249773,2014
11,97,"DC","DC Total Migration-US",27497,41846,2183567,2014
11,98,"DC","DC Total Migration-Foreign",669,1150,66207,2014
11,11,"DC","DC Non-migrants",243375,410534,23194955,2014
11,24,"MD","Maryland",9132,16311,561171,2014
11,51,"VA","Virginia",5039,7486,469718,2014
11,6,"CA","California",1954,2529,174734,2014
11,36,"NY","New York",1951,2303,157071,2014
11,48,"TX","Texas",975,1483,73253,2014
11,12,"FL","Florida",841,1176,142207,2014
11,37,"NC","North Carolina",713,1036,45416,2014
11,42,"PA","Pennsylvania",702,935,50408,2014
11,25,"MA","Massachusetts",693,853,50694,2014
11,57,"FR","Foreign",669,1150,66207,2014
11,17,"IL","Illinois",604,746,44711,2014
11,13,"GA","Georgia",440,684,29488,2014
11,34,"NJ","New Jersey",406,545,32556,2014
11,53,"WA","Washington",356,552,33974,2014
11,8,"CO","Colorado",337,454,37888,2014
11,39,"OH","Ohio",287,413,22416,2014
11,26,"MI","Michigan",265,357,18922,2014
11,9,"CT","Connecticut",224,277,20443,2014
11,45,"SC","South Carolina",182,292,23351,2014
11,41,"OR","Oregon",172,229,12638,2014
11,47,"TN","Tennessee",169,236,12725,2014
11,27,"MN","Minnesota",145,206,9804,2014
11,4,"AZ","Arizona",143,213,10423,2014
11,18,"IN","Indiana",126,164,9276,2014
11,22,"LA","Louisiana",124,172,8622,2014
11,29,"MO","Missouri",116,157,8320,2014
11,10,"DE","Delaware",105,156,11319,2014
11,55,"WI","Wisconsin",104,140,7449,2014
11,21,"KY","Kentucky",90,128,9213,2014
11,35,"NM","New Mexico",87,144,9916,2014
11,32,"NV","Nevada",81,106,5293,2014
11,54,"WV","West Virginia",77,116,6220,2014
11,1,"AL","Alabama",70,92,4802,2014
11,23,"ME","Maine",69,100,7636,2014
11,15,"HI","Hawaii",69,99,4697,2014
11,40,"OK","Oklahoma",67,105,4663,2014
11,44,"RI","Rhode Island",66,97,5927,2014
11,33,"NH","New Hampshire",65,88,5180,2014
11,50,"VT","Vermont",61,79,5530,2014
11,19,"IA","Iowa",59,85,3601,2014
11,49,"UT","Utah",49,81,11824,2014
11,20,"KS","Kansas",47,62,2868,2014
11,28,"MS","Mississippi",44,79,2309,2014
11,5,"AR","Arkansas",42,59,1979,2014
11,31,"NE","Nebraska",33,55,1822,2014
11,30,"MT","Montana",29,43,2915,2014
11,2,"AK","Alaska",27,35,2734,2014
11,16,"ID","Idaho",22,31,1163,2014
11,46,"SD","South Dakota",14,20,1050,2014
11,56,"WY","Wyoming",14,20,2595,2014
11,38,"ND","North Dakota",10,17,635,2014
12,96,"FL","FL Total Migration-US and Foreign",239441,434785,11899134,2014
12,97,"FL","FL Total Migration-US",231747,419830,11497299,2014
12,98,"FL","FL Total Migration-Foreign",7694,14955,401835,2014
12,97,"FL","FL Total Migration-Same State",284041,521873,12821196,2014
12,12,"FL","FL Non-migrants",7012089,14290558,443375777,2014
12,48,"TX","Texas",30860,57583,1117627,2014
12,13,"GA","Georgia",20190,39356,881612,2014
12,36,"NY","New York",18075,29527,889684,2014
12,6,"CA","California",13472,23381,756166,2014
12,37,"NC","North Carolina",12949,24493,645725,2014
12,51,"VA","Virginia",9190,17834,514839,2014
12,42,"PA","Pennsylvania",7825,13646,409002,2014
12,39,"OH","Ohio",7808,13613,390464,2014
12,57,"FR","Foreign",7694,14955,401835,2014
12,47,"TN","Tennessee",7649,14676,511635,2014
12,34,"NJ","New Jersey",7132,12290,421859,2014
12,26,"MI","Michigan",6645,11489,318433,2014
12,17,"IL","Illinois",6597,11124,436339,2014
12,25,"MA","Massachusetts",6387,10578,364280,2014
12,1,"AL","Alabama",6090,12339,278312,2014
12,45,"SC","South Carolina",5737,11061,294398,2014
12,8,"CO","Colorado",5411,9470,282032,2014
12,24,"MD","Maryland",4842,8622,289163,2014
12,18,"IN","Indiana",4354,7889,201048,2014
12,53,"WA","Washington",3956,7066,198305,2014
12,4,"AZ","Arizona",3383,5882,169818,2014
12,9,"CT","Connecticut",3277,5624,201204,2014
12,21,"KY","Kentucky",3202,6011,151217,2014
12,22,"LA","Louisiana",3011,5611,133640,2014
12,29,"MO","Missouri",2811,5139,143217,2014
12,55,"WI","Wisconsin",2483,4319,132202,2014
12,32,"NV","Nevada",2443,4161,116268,2014
12,27,"MN","Minnesota",1978,3426,138398,2014
12,28,"MS","Mississippi",1875,3664,67280,2014
12,40,"OK","Oklahoma",1690,3198,70746,2014
12,33,"NH","New Hampshire",1524,2581,65208,2014
12,23,"ME","Maine",1494,2500,70348,2014
12,41,"OR","Oregon",1488,2478,66542,2014
12,15,"HI","Hawaii",1404,2662,47729,2014
12,20,"KS","Kansas",1351,2563,80516,2014
12,5,"AR","Arkansas",1322,2617,65163,2014
12,54,"WV","West Virginia",1152,2088,59798,2014
12,44,"RI","Rhode Island",1120,1912,59105,2014
12,35,"NM","New Mexico",1105,1998,50010,2014
12,19,"IA","Iowa",1090,2033,51450,2014
12,11,"DC","District Of Columbia",943,1253,55400,2014
12,49,"UT","Utah",942,1941,60050,2014
12,2,"AK","Alaska",830,1568,34816,2014
12,10,"DE","Delaware",783,1416,43901,2014
12,31,"NE","Nebraska",781,1453,29744,2014
12,50,"VT","Vermont",648,1078,29354,2014
12,38,"ND","North Dakota",606,1210,25710,2014
